City,Locality,BHK,Area_sqft,Bathrooms,Total_Floors,Floor_Number,Parking_Spaces,Balcony,Property_Age,Furnishing,Property_Type,Distance_to_City_Center_km,Metro_Distance_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,Security_Score,Maintenance_Cost,Price_INR
Bengaluru,Whitefield,3,1700,3.0,7,7,0.0,2.0,27,Semi-Furnished,Apartment,12.8,7.4,1.0,7,4.0,7,3628,15772000
Ahmedabad,Chandkheda,2,1812,2.0,3,2,1.0,3.0,39,Semi-Furnished,Villa,8.9,14.8,2.0,1,5.0,5,8982,10428000
Ahmedabad,Maninagar,2,1515,1.0,6,3,2.0,1.0,31,Semi-Furnished,Apartment,3.1,4.0,7.0,7,4.0,4,3963,10085000
Chennai,Porur,3,1249,2.0,2,1,2.0,1.0,19,Semi-Furnished,Apartment,1.9,0.8,0.0,4,2.0,1,4170,9611000
Pune,Kharadi,3,1694,4.0,12,10,3.0,2.0,35,Fully-Furnished,Apartment,4.9,2.1,9.0,1,5.0,3,4445,15582000
Pune,Kharadi,3,2005,3.0,4,4,1.0,2.0,19,Unfurnished,Apartment,5.9,0.5,10.0,7,8.0,2,9625,16515000
Vijayawada,Poranki,3,1784,4.0,4,4,2.0,1.0,27,Semi-Furnished,Apartment,2.4,1.6,4.0,7,6.0,1,4225,9316000
Visakhapatnam,MVP Colony,4,2539,3.0,4,2,0.0,2.0,4,Semi-Furnished,Apartment,5.0,1.5,3.0,0,5.0,1,9663,14910000
Chennai,Adyar,4,2529,5.0,2,1,2.0,2.0,25,Fully-Furnished,Independent House,5.3,0.8,5.0,5,5.0,8,8637,20149000
Pune,Viman Nagar,3,1649,4.0,7,1,2.0,2.0,36,Semi-Furnished,Independent House,4.6,2.0,10.0,0,8.0,10,4023,13872000
Delhi,Mayur Vihar,4,2143,3.0,3,3,0.0,3.0,30,Semi-Furnished,Independent House,3.7,1.4,8.0,5,2.0,10,10590,19311000
Chennai,Velachery,2,1024,2.0,10,6,2.0,0.0,15,Fully-Furnished,Apartment,2.7,1.3,3.0,5,6.0,6,3479,8956000
Bengaluru,Yelahanka,5,2460,4.0,2,1,0.0,2.0,39,Semi-Furnished,Independent House,10.4,1.9,9.0,4,8.0,4,9276,22959000
Mumbai,Powai,2,1495,2.0,2,1,2.0,3.0,34,Semi-Furnished,Apartment,12.7,2.0,0.0,2,10.0,9,6309,23047000
Hyderabad,Kukatpally,2,1239,3.0,15,5,1.0,0.0,7,Fully-Furnished,Apartment,2.0,1.5,8.0,7,6.0,9,4311,10343000
Hyderabad,Banjara Hills,5,3161,4.0,4,2,1.0,3.0,33,Semi-Furnished,Apartment,5.0,0.3,2.0,2,2.0,7,7703,22773000
Pune,Kharadi,3,1932,4.0,10,4,2.0,1.0,33,Unfurnished,Villa,11.7,1.7,2.0,2,4.0,4,5424,13740000
Delhi,Dwarka,1,1170,1.0,5,4,2.0,1.0,22,Semi-Furnished,Apartment,7.0,1.6,2.0,1,7.0,1,4908,11163000
Vijayawada,Benz Circle,3,1748,3.0,15,4,1.0,2.0,19,Semi-Furnished,Apartment,10.3,2.5,0.0,5,1.0,7,9374,8966000
Visakhapatnam,Madhurawada,2,1287,2.0,15,5,1.0,1.0,25,Unfurnished,Independent House,7.0,0.5,10.0,7,5.0,9,6188,6583000
Ahmedabad,Vastrapur,5,2356,6.0,6,3,2.0,3.0,13,Semi-Furnished,Apartment,4.0,5.2,2.0,4,6.0,9,11770,17442000
Mumbai,Thane,3,2066,3.0,12,12,2.0,3.0,3,Unfurnished,Independent House,3.8,0.7,8.0,0,8.0,3,11222,33108000
Chennai,Porur,3,1579,3.0,7,6,3.0,1.0,23,Unfurnished,Apartment,7.1,2.0,3.0,3,6.0,9,3577,10614000
Pune,Viman Nagar,4,2497,4.0,4,4,2.0,2.0,22,Fully-Furnished,Apartment,6.5,4.1,2.0,3,7.0,1,7222,22882000
Bengaluru,Electronic City,1,450,2.0,12,7,1.0,2.0,29,Semi-Furnished,Independent House,5.8,5.8,2.0,2,5.0,3,2698,3348000
Ahmedabad,Bodakdev,4,2362,4.0,6,5,2.0,3.0,2,Unfurnished,Apartment,9.5,10.5,1.0,3,3.0,10,8014,15621000
Delhi,Dwarka,5,2474,5.0,7,7,1.0,0.0,26,Fully-Furnished,Independent House,7.1,6.3,4.0,5,9.0,9,11859,25570000
Pune,Baner,2,1225,1.0,15,3,1.0,1.0,33,Semi-Furnished,Apartment,14.4,2.8,6.0,1,2.0,4,4762,10077000
Hyderabad,Gachibowli,3,1893,4.0,8,6,1.0,1.0,29,Unfurnished,Apartment,7.9,3.3,0.0,1,7.0,10,5943,12936000
Bengaluru,Koramangala,2,1504,3.0,4,2,1.0,2.0,17,Semi-Furnished,Independent House,6.3,3.3,6.0,2,5.0,2,4851,14729000
Chennai,Anna Nagar,2,1698,1.0,7,5,0.0,2.0,17,Semi-Furnished,Apartment,2.1,6.3,8.0,1,6.0,1,6368,12809000
Kolkata,Salt Lake,3,1794,2.0,2,1,1.0,0.0,25,Fully-Furnished,Independent House,7.9,6.9,3.0,2,9.0,2,8422,11906000
Visakhapatnam,Rushikonda,3,1476,2.0,12,6,1.0,2.0,35,Unfurnished,Apartment,4.6,3.2,5.0,3,5.0,2,7338,7250000
Hyderabad,Madhapur,5,2316,5.0,10,10,2.0,1.0,37,Semi-Furnished,Apartment,2.9,0.3,10.0,1,3.0,10,4637,16217000
Chennai,Anna Nagar,3,1788,3.0,6,3,3.0,1.0,34,Fully-Furnished,Independent House,2.6,4.5,10.0,3,6.0,8,6455,14604000
Pune,Wakad,3,1200,4.0,15,12,1.0,2.0,12,Unfurnished,Villa,12.5,2.3,,2,9.0,1,5825,9421000
Chennai,Anna Nagar,2,1288,2.0,7,2,1.0,0.0,27,Fully-Furnished,Apartment,3.2,0.6,8.0,3,3.0,6,5745,10944000
Kolkata,New Town,2,1405,3.0,12,9,2.0,1.0,29,Unfurnished,Apartment,7.7,2.8,8.0,1,6.0,4,2889,7620000
Visakhapatnam,Seethammadhara,2,1640,2.0,2,2,0.0,2.0,32,Semi-Furnished,Independent House,4.6,5.3,6.0,2,9.0,7,9182,9259000
Hyderabad,Kukatpally,4,2516,4.0,6,6,2.0,0.0,5,Semi-Furnished,Apartment,10.2,0.3,2.0,4,4.0,2,9364,18855000
Hyderabad,Miyapur,4,2184,4.0,7,3,1.0,1.0,33,Unfurnished,Villa,5.8,1.6,6.0,0,4.0,4,6074,14984000
Mumbai,Borivali,3,1794,4.0,10,10,1.0,0.0,25,Semi-Furnished,Apartment,15.3,0.4,4.0,4,5.0,3,8918,27601000
Hyderabad,Kukatpally,2,1387,3.0,7,4,1.0,3.0,12,Semi-Furnished,Apartment,10.0,3.3,2.0,2,4.0,9,4053,11080000
Vijayawada,Benz Circle,3,1354,4.0,2,1,1.0,2.0,20,Unfurnished,Independent House,8.1,8.1,9.0,0,2.0,8,6949,6979000
Vijayawada,Moghalrajpuram,4,2261,4.0,5,4,0.0,2.0,30,Unfurnished,Apartment,1.8,0.8,7.0,4,10.0,3,7092,11968000
Kolkata,Rajarhat,5,2732,5.0,12,8,2.0,1.0,39,Semi-Furnished,Apartment,7.3,1.6,6.0,0,4.0,9,6353,16853000
Bengaluru,Electronic City,3,1665,3.0,15,15,1.0,2.0,35,Fully-Furnished,Apartment,9.7,4.7,7.0,7,7.0,4,7955,16300000
Ahmedabad,Bodakdev,5,2482,5.0,10,2,0.0,2.0,28,Semi-Furnished,Villa,7.4,3.7,4.0,0,2.0,4,13746,16037000
Vijayawada,Poranki,3,1885,4.0,8,3,1.0,1.0,12,Unfurnished,Independent House,1.1,6.3,1.0,1,6.0,7,6271,10361000
Delhi,Pitampura,5,2865,6.0,3,2,2.0,0.0,2,Semi-Furnished,Apartment,7.1,4.0,9.0,5,8.0,9,11924,29517000
Vijayawada,Patamata,3,1894,3.0,12,2,2.0,3.0,19,Semi-Furnished,Villa,3.4,6.0,10.0,2,4.0,7,7182,8979000
Chennai,OMR,4,2484,3.0,8,3,1.0,2.0,5,Semi-Furnished,Apartment,6.7,1.0,5.0,2,1.0,6,12248,19891000
Visakhapatnam,Madhurawada,3,1867,3.0,2,1,2.0,1.0,30,Fully-Furnished,Apartment,3.9,4.5,5.0,1,3.0,2,11060,10739000
Delhi,Mayur Vihar,3,1607,4.0,12,5,1.0,1.0,34,Semi-Furnished,Independent House,6.3,0.7,2.0,2,9.0,2,4990,14585000
Bengaluru,Yelahanka,2,1152,3.0,5,2,1.0,1.0,14,Semi-Furnished,Apartment,6.3,8.1,0.0,7,8.0,9,3601,10341000
Delhi,Mayur Vihar,3,1975,3.0,12,11,2.0,3.0,4,Fully-Furnished,Apartment,13.3,0.9,3.0,2,1.0,1,7395,20716000
Pune,Viman Nagar,5,2669,6.0,8,8,2.0,1.0,33,Semi-Furnished,Apartment,3.0,13.5,4.0,4,7.0,2,9566,21952000
Visakhapatnam,Dwaraka Nagar,4,2481,5.0,3,3,1.0,1.0,4,Semi-Furnished,Apartment,4.4,1.9,9.0,4,5.0,8,11954,15476000
Visakhapatnam,MVP Colony,2,1473,3.0,12,11,0.0,1.0,1,Unfurnished,Independent House,6.7,4.7,9.0,1,8.0,5,6792,8331000
Kolkata,New Town,2,1327,2.0,3,2,3.0,0.0,24,Semi-Furnished,Apartment,13.5,5.5,4.0,7,10.0,1,6180,7706000
Vijayawada,Gunadala,1,741,2.0,15,5,1.0,2.0,17,Semi-Furnished,Apartment,14.4,3.6,8.0,1,1.0,10,3892,4265000
Hyderabad,Madhapur,3,1940,2.0,10,8,0.0,3.0,33,Fully-Furnished,Independent House,10.5,10.2,1.0,3,8.0,1,7404,13167000
Visakhapatnam,Gajuwaka,3,1716,2.0,6,4,2.0,1.0,8,Fully-Furnished,Apartment,2.4,2.4,6.0,1,5.0,3,7280,11269000
Vijayawada,Governorpet,1,962,1.0,5,3,2.0,1.0,33,Semi-Furnished,Apartment,3.8,2.5,1.0,7,8.0,10,4812,4689000
Mumbai,Andheri,3,1943,2.0,10,5,1.0,1.0,25,Semi-Furnished,Apartment,10.4,4.8,2.0,6,5.0,6,10959,30043000
Visakhapatnam,Madhurawada,2,1232,2.0,8,7,2.0,1.0,15,Fully-Furnished,Apartment,6.2,3.8,6.0,6,5.0,9,4539,7980000
Visakhapatnam,Gajuwaka,2,1463,2.0,7,1,2.0,1.0,36,Fully-Furnished,Independent House,4.1,3.5,5.0,4,9.0,5,8355,8433000
Ahmedabad,Vastrapur,4,1937,3.0,5,5,3.0,0.0,32,Fully-Furnished,Apartment,5.7,7.1,2.0,4,5.0,9,4387,14332000
Vijayawada,Moghalrajpuram,3,1667,3.0,2,2,1.0,1.0,38,Unfurnished,Apartment,19.2,3.3,6.0,6,3.0,9,8589,7924000
Visakhapatnam,Gajuwaka,4,2384,4.0,12,12,1.0,2.0,12,Fully-Furnished,Apartment,3.7,7.6,4.0,4,1.0,6,13862,14754000
Delhi,Dwarka,3,2106,2.0,2,2,2.0,1.0,33,Semi-Furnished,Independent House,7.8,1.3,5.0,6,1.0,9,4359,19454000
Hyderabad,Kukatpally,1,994,1.0,12,9,2.0,1.0,7,Semi-Furnished,Independent House,0.7,0.9,10.0,6,3.0,1,4155,8798000
Hyderabad,Gachibowli,2,1680,2.0,15,1,1.0,1.0,11,Semi-Furnished,Villa,4.7,5.9,10.0,5,4.0,2,8751,11904000
Bengaluru,Whitefield,3,1888,2.0,2,1,1.0,1.0,25,Unfurnished,Apartment,5.0,2.7,4.0,1,9.0,8,4908,17892000
Bengaluru,Indiranagar,4,1951,5.0,2,1,2.0,2.0,29,Semi-Furnished,Apartment,4.4,1.9,0.0,3,2.0,8,5196,17741000
Delhi,Mayur Vihar,3,1971,2.0,8,5,3.0,3.0,32,Semi-Furnished,Villa,8.8,0.8,5.0,3,10.0,9,10116,19850000
Pune,Hadapsar,1,1055,1.0,10,4,1.0,2.0,36,Fully-Furnished,Independent House,24.4,1.1,8.0,3,9.0,9,6217,8519000
Hyderabad,Gachibowli,4,1916,5.0,15,6,2.0,1.0,17,Semi-Furnished,Apartment,2.4,6.2,2.0,5,4.0,5,6329,13553000
Kolkata,Rajarhat,3,2102,4.0,10,8,2.0,2.0,4,Semi-Furnished,Apartment,5.1,6.5,8.0,3,2.0,9,6238,13191000
Pune,Baner,3,1857,2.0,12,7,2.0,1.0,16,Semi-Furnished,Apartment,5.4,3.4,5.0,2,2.0,5,8379,15952000
Visakhapatnam,Madhurawada,3,1727,4.0,7,7,2.0,2.0,24,Semi-Furnished,Apartment,2.9,2.5,5.0,0,6.0,4,4058,9724000
Kolkata,Salt Lake,1,994,2.0,12,11,1.0,2.0,15,Fully-Furnished,Villa,14.1,4.0,9.0,1,7.0,9,2235,6957000
Hyderabad,Banjara Hills,2,1628,2.0,15,7,2.0,2.0,8,Fully-Furnished,Independent House,3.3,2.6,8.0,2,6.0,9,7964,13274000
Chennai,Porur,2,1170,2.0,15,12,2.0,2.0,32,Semi-Furnished,Apartment,12.3,,1.0,6,5.0,1,4261,8559000
Visakhapatnam,MVP Colony,3,1545,3.0,6,1,1.0,1.0,24,Fully-Furnished,Apartment,6.5,2.1,5.0,3,5.0,9,5454,9823000
Bengaluru,Electronic City,5,2892,4.0,6,1,2.0,1.0,22,Semi-Furnished,Apartment,4.1,1.7,4.0,7,9.0,5,9132,27909000
Chennai,Adyar,4,2116,5.0,12,2,1.0,1.0,8,Semi-Furnished,Apartment,13.0,8.2,1.0,3,1.0,10,4638,15895000
Bengaluru,Indiranagar,3,1678,4.0,8,2,0.0,1.0,8,Fully-Furnished,Independent House,7.4,1.6,10.0,7,1.0,1,6871,16280000
Kolkata,Rajarhat,2,1278,2.0,7,5,1.0,1.0,25,Unfurnished,Apartment,1.9,5.5,1.0,2,5.0,3,5214,7624000
Visakhapatnam,Seethammadhara,2,1323,2.0,10,6,3.0,1.0,32,Semi-Furnished,Apartment,6.8,2.1,9.0,3,9.0,4,6128,7928000
Pune,Hinjewadi,2,1499,2.0,10,6,2.0,1.0,40,Semi-Furnished,Apartment,2.0,0.8,5.0,5,3.0,5,4079,11769000
Chennai,T Nagar,3,1423,3.0,6,2,3.0,2.0,34,Unfurnished,Apartment,17.3,2.9,3.0,2,10.0,3,3926,9781000
Chennai,OMR,5,2936,4.0,2,2,0.0,1.0,22,Semi-Furnished,Apartment,9.3,4.5,5.0,3,2.0,6,11936,23037000
Bengaluru,Yelahanka,3,1992,4.0,15,13,2.0,1.0,0,Unfurnished,Apartment,9.1,1.9,9.0,1,6.0,9,10341,19537000
Pune,Kharadi,2,1116,2.0,6,4,1.0,3.0,4,Unfurnished,Apartment,4.8,1.0,9.0,6,1.0,8,5218,10591000
Kolkata,Behala,2,1157,2.0,5,1,2.0,1.0,34,Fully-Furnished,Apartment,10.8,1.8,7.0,2,8.0,5,4079,6386000
Ahmedabad,Chandkheda,3,2095,3.0,7,4,2.0,1.0,8,Unfurnished,Independent House,11.7,2.7,9.0,2,1.0,7,7669,14017000
Delhi,Saket,1,754,1.0,3,3,3.0,1.0,5,Semi-Furnished,Apartment,1.9,2.0,3.0,3,7.0,1,1788,8187000
Hyderabad,Gachibowli,4,2032,4.0,15,10,1.0,2.0,24,Unfurnished,Villa,10.7,1.5,3.0,2,9.0,1,5187,14787000
Ahmedabad,Vastrapur,1,971,2.0,5,5,1.0,2.0,20,Unfurnished,Villa,7.0,5.4,0.0,2,6.0,10,2327,6494000
Vijayawada,Patamata,4,2521,5.0,12,8,1.0,2.0,35,Semi-Furnished,Apartment,2.1,6.1,2.0,3,5.0,10,12724,13498000
Pune,Viman Nagar,3,1905,3.0,4,4,1.0,3.0,8,Unfurnished,Apartment,13.7,0.2,3.0,7,2.0,10,8582,14762000
Kolkata,Ballygunge,3,1670,3.0,10,9,1.0,3.0,5,Semi-Furnished,Independent House,6.5,5.6,6.0,3,9.0,2,9017,11130000
Pune,Viman Nagar,3,1507,3.0,12,6,1.0,2.0,26,Unfurnished,Apartment,9.0,1.8,10.0,1,6.0,7,7166,12438000
Delhi,Saket,2,861,2.0,10,4,3.0,2.0,22,Semi-Furnished,Apartment,5.7,2.3,6.0,3,4.0,7,4528,8641000
Chennai,OMR,2,1646,3.0,15,9,2.0,2.0,11,Unfurnished,Independent House,5.3,3.8,8.0,4,6.0,8,4015,12929000
Mumbai,Navi Mumbai,2,1516,3.0,4,4,2.0,2.0,17,Fully-Furnished,Apartment,2.8,1.6,4.0,1,7.0,2,7201,24142000
Delhi,Dwarka,4,2075,4.0,2,1,1.0,1.0,35,Semi-Furnished,Apartment,3.1,0.6,10.0,3,8.0,3,7927,19302000
Mumbai,Powai,2,1408,1.0,2,2,2.0,1.0,38,Unfurnished,Apartment,14.3,2.9,7.0,2,7.0,6,4154,19387000
Ahmedabad,Prahlad Nagar,3,1473,4.0,2,1,3.0,0.0,0,Fully-Furnished,Villa,7.5,0.4,0.0,0,7.0,3,5464,12632000
Delhi,Rohini,5,2899,6.0,6,3,2.0,1.0,15,Unfurnished,Apartment,3.4,2.5,3.0,0,10.0,3,11591,26532000
Mumbai,Borivali,3,1551,4.0,12,1,2.0,1.0,28,Unfurnished,Independent House,22.5,2.2,0.0,2,4.0,8,4199,23343000
Pune,Viman Nagar,2,1619,1.0,10,3,1.0,1.0,36,Semi-Furnished,Villa,5.1,0.6,9.0,2,1.0,4,4033,12633000
Delhi,Saket,3,1991,4.0,2,2,2.0,2.0,7,Semi-Furnished,Independent House,0.9,5.6,7.0,4,8.0,8,4757,20914000
Ahmedabad,Vastrapur,5,2944,5.0,6,5,0.0,1.0,37,Semi-Furnished,Independent House,5.9,6.8,2.0,2,2.0,3,8203,19789000
Ahmedabad,Satellite,4,2283,5.0,10,7,1.0,2.0,27,Fully-Furnished,Apartment,15.8,2.0,2.0,7,3.0,9,7269,18276000
Visakhapatnam,Dwaraka Nagar,2,1239,3.0,12,3,0.0,2.0,8,Fully-Furnished,Apartment,1.5,3.2,8.0,1,3.0,9,4447,8347000
Hyderabad,Banjara Hills,2,1679,2.0,10,9,0.0,0.0,35,Fully-Furnished,Apartment,5.5,4.3,8.0,7,1.0,9,4930,11087000
Chennai,OMR,2,946,3.0,2,2,1.0,2.0,37,Semi-Furnished,Apartment,4.5,1.6,6.0,6,5.0,9,4737,7716000
Vijayawada,Benz Circle,1,1061,1.0,10,8,3.0,1.0,18,Semi-Furnished,Apartment,6.2,3.7,8.0,5,1.0,8,4191,5033000
Kolkata,Rajarhat,3,1670,2.0,4,1,1.0,2.0,37,Semi-Furnished,Independent House,9.0,8.0,7.0,6,5.0,5,3581,10852000
Kolkata,Dum Dum,2,904,2.0,4,2,2.0,2.0,32,Unfurnished,Apartment,17.4,5.0,1.0,5,3.0,7,4382,4596000
Kolkata,Rajarhat,2,1526,2.0,3,3,2.0,2.0,11,Semi-Furnished,Independent House,5.6,1.1,5.0,2,10.0,1,6998,10848000
Hyderabad,Kondapur,3,1870,2.0,3,3,1.0,0.0,19,Semi-Furnished,Apartment,15.7,3.6,4.0,4,6.0,8,5825,14738000
Delhi,Dwarka,4,2563,4.0,6,3,1.0,1.0,22,Fully-Furnished,Apartment,8.9,8.6,5.0,7,10.0,10,10757,27693000
Bengaluru,Koramangala,2,1122,2.0,2,2,2.0,1.0,36,Unfurnished,Apartment,6.9,5.7,0.0,4,9.0,5,4319,9495000
Bengaluru,Electronic City,2,1819,3.0,10,8,1.0,1.0,7,Unfurnished,Apartment,2.9,15.0,9.0,4,9.0,5,8467,16210000
Bengaluru,Yelahanka,5,2460,5.0,7,1,2.0,1.0,8,,Independent House,4.9,10.0,10.0,6,10.0,4,5891,22304000
Ahmedabad,Satellite,2,1283,2.0,5,4,1.0,1.0,5,Unfurnished,Apartment,7.5,6.7,4.0,2,3.0,6,6770,8581000
Visakhapatnam,MVP Colony,3,1763,2.0,7,4,3.0,1.0,18,Semi-Furnished,Independent House,7.1,4.8,10.0,6,6.0,4,5031,10840000
Delhi,Rohini,3,1632,3.0,12,12,2.0,2.0,7,Semi-Furnished,Apartment,4.6,12.6,2.0,3,2.0,1,8078,16172000
Delhi,Saket,2,1304,2.0,10,2,1.0,2.0,11,Semi-Furnished,Independent House,4.3,7.6,1.0,0,1.0,9,7376,11677000
Visakhapatnam,Seethammadhara,3,1823,4.0,15,13,2.0,2.0,24,Fully-Furnished,Apartment,4.0,4.7,5.0,0,6.0,6,7067,12108000
Hyderabad,Kondapur,1,1017,1.0,10,4,1.0,1.0,32,Fully-Furnished,Apartment,11.6,15.0,10.0,0,6.0,9,2800,7279000
Mumbai,Powai,3,2027,4.0,3,2,2.0,3.0,27,Semi-Furnished,Apartment,6.8,1.1,4.0,4,7.0,9,5620,32994000
Kolkata,Salt Lake,3,1939,4.0,8,7,1.0,3.0,4,Unfurnished,Villa,3.4,1.1,1.0,2,9.0,9,4956,13324000
Mumbai,Bandra,2,1448,2.0,2,2,0.0,2.0,28,Fully-Furnished,Apartment,6.8,1.4,5.0,5,6.0,5,7416,23858000
Vijayawada,Governorpet,3,2152,3.0,8,4,1.0,1.0,39,Semi-Furnished,Villa,13.8,2.6,8.0,1,7.0,6,5721,11222000
Hyderabad,Banjara Hills,4,2317,5.0,6,5,1.0,0.0,13,Semi-Furnished,Villa,5.6,3.9,7.0,7,2.0,1,12661,17334000
Delhi,Pitampura,4,2346,4.0,7,1,1.0,3.0,31,Semi-Furnished,Apartment,13.0,0.2,9.0,7,6.0,5,11604,23346000
Kolkata,New Town,2,1300,2.0,3,1,1.0,1.0,10,Semi-Furnished,Apartment,5.5,1.5,7.0,0,1.0,10,7597,8452000
Pune,Hinjewadi,3,1616,3.0,8,2,1.0,1.0,39,Semi-Furnished,Apartment,6.3,2.8,2.0,5,3.0,4,7540,12338000
Bengaluru,Indiranagar,2,1494,2.0,12,3,1.0,1.0,28,Semi-Furnished,Apartment,4.3,4.6,6.0,7,5.0,8,7537,13954000
Vijayawada,Patamata,1,872,1.0,6,1,2.0,2.0,13,Semi-Furnished,Apartment,1.3,7.3,1.0,4,10.0,8,1780,4189000
Delhi,Pitampura,2,996,3.0,3,2,0.0,1.0,0,Unfurnished,Apartment,3.2,4.4,3.0,5,1.0,9,2575,10163000
Visakhapatnam,Gajuwaka,3,1782,4.0,2,1,0.0,1.0,5,Fully-Furnished,Apartment,7.8,2.1,1.0,4,10.0,1,5552,11512000
Pune,Kharadi,2,1276,2.0,15,7,2.0,1.0,4,Unfurnished,Independent House,3.5,0.3,2.0,3,9.0,6,7216,10060000
Chennai,Velachery,2,990,3.0,8,5,1.0,2.0,3,Unfurnished,Independent House,16.7,0.5,6.0,2,3.0,6,5537,8970000
Vijayawada,Benz Circle,3,2050,2.0,10,10,2.0,3.0,37,Semi-Furnished,Apartment,15.5,0.4,10.0,0,8.0,2,10380,9306000
Bengaluru,Yelahanka,2,1240,2.0,2,1,1.0,1.0,37,Unfurnished,Apartment,5.2,7.9,4.0,2,7.0,3,6776,10147000
Vijayawada,Benz Circle,2,1692,1.0,6,1,1.0,3.0,30,Unfurnished,Apartment,4.2,1.0,10.0,3,5.0,5,4486,8136000
Vijayawada,Benz Circle,2,1112,3.0,6,2,1.0,3.0,8,Unfurnished,Apartment,5.5,3.2,7.0,4,1.0,3,3422,5960000
Delhi,Pitampura,5,2435,5.0,2,1,2.0,1.0,19,Semi-Furnished,Apartment,10.5,5.5,10.0,5,3.0,5,5511,23474000
Mumbai,Powai,2,1370,1.0,15,7,3.0,1.0,27,Fully-Furnished,Apartment,1.2,0.9,4.0,5,10.0,8,8168,24116000
Pune,Baner,1,1084,2.0,5,3,2.0,1.0,25,Semi-Furnished,Apartment,1.8,9.2,0.0,6,10.0,2,3802,9068000
Ahmedabad,Vastrapur,3,1736,3.0,10,8,2.0,2.0,12,Fully-Furnished,Apartment,9.2,1.4,9.0,2,8.0,2,7723,12948000
Chennai,Anna Nagar,4,2055,5.0,4,1,1.0,2.0,29,Semi-Furnished,Apartment,11.4,3.9,3.0,7,1.0,8,4571,15522000
Pune,Baner,3,1910,3.0,3,3,1.0,1.0,6,Unfurnished,Villa,11.4,8.5,0.0,3,2.0,6,4899,15796000
Vijayawada,Governorpet,1,772,2.0,8,2,2.0,3.0,13,Unfurnished,Apartment,4.5,5.7,8.0,0,8.0,2,3777,3994000
Delhi,Saket,3,1797,3.0,8,8,1.0,1.0,12,Unfurnished,Independent House,0.8,1.6,0.0,7,4.0,2,8906,17061000
Bengaluru,HSR Layout,2,1307,2.0,10,8,2.0,2.0,13,Semi-Furnished,Apartment,10.3,3.8,7.0,1,9.0,8,5614,13258000
Pune,Baner,5,2573,5.0,4,2,2.0,1.0,26,Unfurnished,Apartment,6.9,7.2,4.0,5,4.0,4,12906,19989000
Mumbai,Andheri,1,1130,1.0,3,2,0.0,1.0,28,Semi-Furnished,Apartment,15.5,3.1,7.0,3,10.0,7,3021,17578000
Visakhapatnam,Gajuwaka,4,1853,4.0,5,4,1.0,3.0,22,Fully-Furnished,Apartment,2.9,2.8,8.0,1,1.0,2,8859,11598000
Hyderabad,Kukatpally,3,1893,4.0,6,6,1.0,1.0,26,Semi-Furnished,Independent House,7.6,0.9,3.0,4,5.0,4,9777,13529000
Kolkata,Ballygunge,2,1711,2.0,6,4,2.0,3.0,5,Unfurnished,Villa,1.0,0.7,8.0,3,6.0,6,10076,10319000
Ahmedabad,Satellite,4,2232,3.0,8,4,3.0,1.0,19,Unfurnished,Apartment,1.4,5.8,5.0,5,10.0,5,7919,13992000
Pune,Wakad,4,2323,3.0,5,4,0.0,0.0,2,Fully-Furnished,Apartment,1.9,1.9,0.0,6,7.0,5,12399,21416000
Mumbai,Bandra,4,2236,4.0,6,3,0.0,1.0,22,Semi-Furnished,Apartment,4.3,1.1,0.0,1,10.0,10,6919,35627000
Pune,Kharadi,3,1472,4.0,5,2,2.0,2.0,7,Fully-Furnished,Apartment,2.8,2.3,8.0,2,1.0,8,8644,13626000
Hyderabad,Kukatpally,4,1931,4.0,5,1,3.0,2.0,29,Semi-Furnished,Apartment,11.5,5.2,10.0,1,4.0,9,9886,14096000
Vijayawada,Poranki,1,1004,1.0,12,12,1.0,0.0,16,Semi-Furnished,Apartment,1.3,2.3,0.0,1,5.0,8,2918,4451000
Vijayawada,Moghalrajpuram,3,1454,3.0,15,12,2.0,2.0,0,Fully-Furnished,Villa,10.6,1.8,8.0,2,3.0,5,8593,10338000
Pune,Baner,1,1010,1.0,6,1,1.0,1.0,15,Unfurnished,Apartment,6.8,3.5,7.0,5,10.0,7,5854,7284000
Pune,Hadapsar,3,1300,,8,7,2.0,0.0,8,Fully-Furnished,Apartment,5.1,4.5,9.0,2,7.0,9,3418,13710000
Pune,Viman Nagar,4,2402,4.0,3,1,1.0,1.0,24,Semi-Furnished,Apartment,6.6,0.6,1.0,5,3.0,7,5960,20308000
Visakhapatnam,MVP Colony,3,1640,3.0,7,6,2.0,1.0,8,Fully-Furnished,Apartment,5.3,7.2,2.0,7,5.0,3,4555,10872000
Ahmedabad,Vastrapur,3,2084,3.0,15,4,1.0,0.0,9,Unfurnished,Apartment,6.5,2.4,2.0,7,5.0,6,4709,15080000
Chennai,Velachery,4,2264,5.0,6,5,2.0,1.0,26,Fully-Furnished,Independent House,4.8,7.9,4.0,6,9.0,2,11285,18167000
Mumbai,Andheri,2,892,2.0,2,1,1.0,2.0,0,Semi-Furnished,Apartment,6.7,5.3,6.0,7,9.0,7,1811,15225000
Ahmedabad,Vastrapur,3,1833,3.0,4,2,1.0,0.0,33,Semi-Furnished,Apartment,11.9,1.2,7.0,3,10.0,1,7678,10858000
Kolkata,Dum Dum,5,2639,6.0,12,4,0.0,0.0,29,Fully-Furnished,Apartment,6.4,3.1,1.0,6,6.0,8,12230,18104000
